F32H2.5	FasN-1	K00665
F56A3.3	Npp-6	K14303
T01G9.4	Npp-2	K14304
K07F5.13	Npp-1	K14308
Y37E3.15	Npp-13	K14309
K12D12.2	Npp-3	K14310
Y41D4B.19	Npp-8	K14312
R06F6.5	Npp-19	K14313
T23H2.1	Npp-12	K14314
B0240.4	Npp-22	K14315
F59A2.1	Npp-9	K12172
C29E4.3	Ran-2	K14319
F29B9.6	Ubc-9	K10577
F56D2.4	Uev-2	K10577
K12C11.2	Smo-1	K12160
C41G7.1	Smn-1	K13129
Y39A3CR.1	Smi-1	K13130
T06A10.1	Mel-46	K13131
Y40B1B.5	Eif-3.j	K03245
Y74C10AR.1	Eif-3.i	K03246
C41D11.2	Eif-3.h	K03247
F22B5.2	Eif-3.g	K03248
D2013.7	Eif-3.f	K03249
B0511.10	Eif-3.e	K03250
R08D7.3	Eif-3.d	K03251
T23D8.4	Eif-3.c	K03252
Y54E2A.11	Eif-3.b	K03253
C27D11.1	Egl-45	K03254
K04G2.1	IftB-1	K03238
C15F1.4	Ppp-1	K03241
Y54F10BM.2	IffB-1	K03243
M110.4	Ifg-1	K03260
B0348.6	Ife-3	K03259
C05D9.5	Ife-4	K03259
F53A2.6	Ife-1	K03259
R04A9.4	Ife-2	K03259
Y57A10A.30	Ife-5	K03259
F57B9.6	Inf-1	K03257
R07E5.14	Rnp-4	K12876
R09B3.5	Mag-1	K12877
K02F3.11	Rnp-5	K14325
C01F6.5	Aly-1	K12881
C26D10.2	Hel-1	K12812
T02H6.2	ThoC-1	K12878
C16A3.8	ThoC-2	K12879
F32H2.4	ThoC-3	K12880
F28D9.1	Rsr-1	K13171
C15H11.3	Nxf-1	K14284
Y71F9AM.5	Nxt-1	K14285
Y48G8AL.6	Smg-2	K14326
Y73B6BL.18	Smg-3	K14327
F32D8.6	Emo-1	K07342
Y63D3A.6	Dnj-29	K09540
C15H9.6	Hsp-3	K09490
C24H11.6	ImmP-1	K09647
Y55F3AM.8	ImmP-2	K09648
F32D8.6	Emo-1	K07342
Y63D3A.6	Dnj-29	K09540
F57B10.10	Dad-1	K12668
C15H9.6	Hsp-3	K09490
T15H9.7	Dnj-20	K09517
C55B6.2	Dnj-7	K09523
Y47H9C.5	Dnj-27	K09530
ZK632.6	Cnx-1	K08054
H06O01.1	Pdi-3	K08056
Y38A10A.5	Crt-1	K08057
T04G9.3	Ile-2	K10082
K07A1.8	Ile-1	K10080
ZK180.4	Sar-1	K07953
Y77E11A.13	Npp-20	K14004
Y113G7A.3	Sec-23	K14006
F12F6.6	Sec-24.1	K14007
ZC518.2	Sec-24.2	K14007
C07A12.4	Pdi-2	K09580
C14B1.1	Pdi-1	K09580
C14B9.2	Erp72	K09582
B0403.4	Tag-320	K09584
Y71F9AM.6	TraP-1	K13249
T04G9.5	TraP-2	K13250
Y38F2AR.2	TraP-3	K13251
Y56A3A.21	TraP-4	K04571
C24F3.1	TraM-1	K14010
F25D7.1	Cup-2	K11519
H06H21.6	UbxN-6	K14011
C06A1.1	Cdc-48.1	K13525
C41C4.8	Cdc-48.2	K13525
F59E12.5	Npl-4.2	K14015
F19B6.2	Ufd-1	K14016
C12C8.1	Hsp-70	K03283
F26D10.3	Hsp-1	K03283
F39B2.10	Dnj-12	K09502
T05C3.5	Dnj-19	K09503
B0035.14	Dnj-1	K09518
K02G10.8	Dnj-14	K09525
C47E8.5	Daf-21	K04079
F57B10.11	Bag-1	K09555
H14N18.1	Unc-23	K09556
C05C10.6	Ufd-3	K14018
ZK20.3	Rad-23	K10839
F56G4.5	Png-1	K01456
F28F8.6	Atx-3	K11863
T05H10.5	Ufd-2	K10597
F46C3.1	Pek-1	K08860
F45E6.2	Atf-6	K09054
R74.3	Xbp-1	K09027
C41C4.4	Ire-1	K08852
F59A6.1	Nsy-1	K04426
K08A8.1	Mek-1	K04431
B0478.1	Jnk-1	K04440
F55A3.1	MarC-6	K10661
D1022.1	Ubc-6	K10578
Y110A2AM.3	Ubc-26	K04554
Y110A2AR.2	Ubc-15	K04554
F58A4.10	Ubc-7	K10575
Y87G2A.9	Ubc-14	K04555
F55A11.3	Hrd-1	K10601
C16C10.7	Rnf-5	K10666
F45D3.5	Sel-1	K14026
F26E4.11	HrdL-1	K10636
T09B4.10	Chn-1	K09561
M7.1	Let-70	K06689
K08E3.7	Pdr-1	K04556
ZK287.5	Rbx-1	K03868
D2045.6	Cul-1	K03347
C06A8.4	Skr-17	K03094
C42D4.6	Skr-16	K03094
C52D10.6	Skr-12	K03094
C52D10.7	Skr-9	K03094
C52D10.8	Skr-13	K03094
C52D10.9	Skr-8	K03094
F44G3.6	Skr-3	K03094
F46A9.4	Skr-2	K03094
F46A9.5	Skr-1	K03094
F47H4.10	Skr-5	K03094
F54D10.1	Skr-15	K03094
F56B3.12	Skr-18	K03094
K08H2.1	Skr-21	K03094
R12H7.3	Skr-19	K03094
R12H7.5	Skr-20	K03094
Y105C5B.13	Skr-10	K03094
Y37H2C.2	Skr-6	K03094
Y47D7A.1	Skr-7	K03094
Y47D7A.8	Skr-14	K03094
Y60A3A.18	Skr-4	K03094
F35C8.4	Syn-1	K08486
F48F7.2	Syn-2	K08486
F56A8.7	Unc-64	K08486
T01B11.3	Syn-4	K08486
F36F2.4	Syn-13	K08488
ZC155.7	Syn-16	K08489
F55A11.2	Syn-3	K08490
F08F8.8	GosR-1	K08495
B0272.2	GosR-2.1	K08496
M03E7.5	GosR-2.2	K08496
Y22F5A.3	Ric-4	K08508
T10H9.4	Snb-1	K13504
C30A5.5	Snb-5	K08514
T14D7.3	Tag-212	K08514
C47E12.5	Uba-1	K03178
C08B6.9	Aos-1	K10684
W02A11.4	Uba-2	K10685
F11H8.1	Rfl-1	K10686
C35B1.1	Ubc-1	K10573
M7.1	Let-70	K06689
R09B3.4	Ubc-12	K10687
F58A4.10	Ubc-7	K10575
Y87G2A.9	Ubc-14	K04555
Y94H6A.6	Ubc-8	K10576
F29B9.6	Ubc-9	K10577
F56D2.4	Uev-2	K10577
D1022.1	Ubc-6	K10578
Y110A2AM.3	Ubc-26	K04554
Y110A2AR.2	Ubc-15	K04554
F49E12.4	Ubc-24	K04552
R01H2.6	Ubc-18	K04552
Y54G2A.31	Ubc-13	K10580
F25H2.8	Ubc-25	K10582
Y71G12B.15	Ubc-3	K02207
Y54E5B.4	Ubc-16	K10688
C06E2.3	Ubc-21	K04649
C06E2.7	Ubc-22	K04649
C28G1.1	Ubc-23	K04649
F40G9.3	Ubc-20	K04649
Y39A1C.2	Oxi-1	K10588
Y65B4BR.4	Wwp-1	K05633
Y67D8C.5	Eel-1	K10592
T05H10.5	Ufd-2	K10597
T09B4.10	Chn-1	K09561
F59E10.2	Cyn-4	K10598
M02A10.3	Sli-1	K04707
K08E3.7	Pdr-1	K04556
Y37E11AR.2	SiaH-1	K04506
W10D5.3	Gei-17	K04706
F55A11.3	Hrd-1	K10601
ZK287.5	Rbx-1	K03868
D2045.6	Cul-1	K03347
C06A8.4	Skr-17	K03094
C42D4.6	Skr-16	K03094
C52D10.6	Skr-12	K03094
C52D10.7	Skr-9	K03094
C52D10.8	Skr-13	K03094
C52D10.9	Skr-8	K03094
F44G3.6	Skr-3	K03094
F46A9.4	Skr-2	K03094
F46A9.5	Skr-1	K03094
F47H4.10	Skr-5	K03094
F54D10.1	Skr-15	K03094
F56B3.12	Skr-18	K03094
K08H2.1	Skr-21	K03094
R12H7.3	Skr-19	K03094
R12H7.5	Skr-20	K03094
Y105C5B.13	Skr-10	K03094
Y37H2C.2	Skr-6	K03094
Y47D7A.1	Skr-7	K03094
Y47D7A.8	Skr-14	K03094
Y60A3A.18	Skr-4	K03094
K10B2.1	Lin-23	K03362
F48E8.7	SkpT-1	K03875
F55B12.3	Sel-10	K10260
ZK520.4	Cul-2	K03870
Y82E9BR.15	Elc-1	K03872
Y41C4A.10	Elb-1	K03873
F08G12.4	Vhl-1	K03871
Y108G3AL.1	Cul-3	K03869
ZK858.4	Mel-26	K03876
F45E12.3	Cul-4	K10609
M18.5	Ddb-1	K10610
R10A10.2	Rbx-2	K10611
ZK856.1	Cul-5	K10612
F35G12.9	Apc-11	K03358
K06H7.6	Apc-2	K03349
ZK1307.6	Fzr-1	K03364
W10C6.1	Mat-2	K03348
Y110A7A.17	Mat-1	K03350
Y66D12A.17	SucH-1	K03352
F10B5.6	Emb-27	K03353
F10C5.1	Mat-3	K03355
F15H10.3	Apc-10	K03357
C30C11.2	Rpn-3	K03033
F10G7.8	Rpn-5	K03035
F57B9.10	Rpn-6	K03036
F49C12.8	Rpn-7	K03037
R12E2.3	Rpn-8	K03038
T06D8.8	Rpn-9	K03039
K07D4.3	Rpn-11	K03030
ZK20.5	Rpn-12	K03031
Y119D3B.15	Dss-1	K10881
B0205.3	Rpn-10	K03029
T22D1.9	Rpn-1	K03028
C23G10.4	Rpn-2	K03032
C52E4.4	Rpt-1	K03061
C10G11.8	AtpAse	K03062
F29G9.5	Rpt-2	K03062
Y49E10.1	Rpt-6	K03066
F23F1.8	Rpt-4	K03064
F56H1.4	Rpt-5	K03065
F23F12.6	Rpt-3	K03063
C15H11.7	Pas-1	K02730
D1054.2	Pas-2	K02726
Y110A7A.14	Pas-3	K02728
C36B1.4	Pas-4	K02731
F25H2.9	Pas-5	K02729
CD4.6	Pas-6	K02725
ZK945.2	Pas-7	K02727
K08D12.1	Pbs-1	K02738
C47B2.4	Pbs-2	K02739
Y38A8.2	Pbs-3	K02735
T20F5.2	Pbs-4	K02734
K05C4.1	Pbs-5	K02737
C02F5.9	Pbs-6	K02732
F39H11.5	Pbs-7	K02736
Y113G7A.9	Dcs-1	K12584
Y48A6B.5	ExoS-1	K07573
Y73B6BL.3	ExoS-2	K03679
F59C6.4	ExoS-3	K03681
C04G2.6	Dis-3	K12585
F37C12.13	ExoS-9	K12586
F31D4.1	ExoS-7	K12589
B0564.1	ExoS-4.1	K11600
C14A4.5	Crn-5	K12590
C14A4.4	Crn-3	K12591
W08D2.7	Mtr-4	K12598
ZC518.3	Ccr-4	K12603
F57B9.2	Let-711	K12604
B0286.4	Ntl-2	K12605
Y56A3A.1	Ntl-3	K12580
C49H3.5	Ntl-4	K10643
Y56A3A.20	Ccf-1	K12581
F52G2.1	DcaP-2	K12613
C07H6.5	Cgh-1	K12614
F43G6.9	PatR-1	K12617
Y39G8C.1	Xrn-1	K12618
Y48B6A.3	Xrn-2	K12619
F40F8.9	Lsm-1	K12620
T10G3.6	Gut-2	K12621
Y62E10A.12	Lsm-3	K12622
F32A5.7	Lsm-4	K12623
F28F8.3	Lsm-5	K12624
Y71G12B.14	Lsm-6	K12625
ZK593.7	Lsm-7	K12626
Y73B6BL.32	Lsm-8	K12627
T21B10.2	EnoL-1	K01689
C37H5.8	Hsp-6	K04043
Y22D7AL.5	Hsp-60	K04077
C04F12.9	Rnh-1.3	K03469
F59A6.6	Rnh-1.0	K03469
R01H10.1	Div-1	K02321
F58A4.4	Pri-1	K02684
W02D9.1	Pri-2	K02685
Y17G7B.5	Mcm-2	K02540
C25D7.6	Mcm-3	K02541
Y39G10AR.14	Mcm-4	K02212
R10E4.4	Mcm-5	K02209
ZK632.1	Mcm-6	K02542
F32D1.10	Mcm-7	K02210
F18A1.5	Rpa-1	K07466
M04F3.1	Rpa-2	K10739
W03D2.4	Pcn-1	K04802
C54G10.2	Rfc-1	K10754
F31E3.3	Rfc-4	K10755
F58F6.4	Rfc-2	K10755
C39E9.13	Rfc-3	K10756
F44B9.8	ArpA	K10756
F43G6.1	Dna-2	K10742
T13H5.7	Rnh-2	K10743
Y47G6A.8	Crn-1	K04799
C29A12.3	Lig-1	K10747
R10E4.5	Nth-1	K10773
Y56A3A.29	Ung-1	K03648
R09B3.1	Exo-3	K10771
T05H10.2	Apn-1	K10771
E02H1.4	Pme-2	K10798
Y71F9AL.18	Pme-1	K10798
W03D2.4	Pcn-1	K04802
Y47G6A.8	Crn-1	K04799
C29A12.3	Lig-1	K10747
ZK287.5	Rbx-1	K03868
F45E12.3	Cul-4	K10609
M18.5	Ddb-1	K10610
Y76B12C.2	Xpc-1	K10838
ZK20.3	Rad-23	K10839
F53H4.1	Csb-1	K10841
Y39G10AL.3	Cdk-7	K02202
F53G2.7	MnaT-1	K10842
Y49F6B.1	Cyh-1	K06634
F57B10.6	Xpg-1	K10846
K07G5.2	Xpa-1	K10847
F18A1.5	Rpa-1	K07466
M04F3.1	Rpa-2	K10739
W03D2.4	Pcn-1	K04802
C54G10.2	Rfc-1	K10754
F31E3.3	Rfc-4	K10755
F58F6.4	Rfc-2	K10755
C39E9.13	Rfc-3	K10756
F44B9.8	ArpA	K10756
C29A12.3	Lig-1	K10747
H12C20.2	Pms-2	K10858
T28A8.7	Mlh-1	K08734
Y47G6A.11	Msh-6	K08737
H26D21.2	Msh-2	K08735
C54G10.2	Rfc-1	K10754
F31E3.3	Rfc-4	K10755
F58F6.4	Rfc-2	K10755
C39E9.13	Rfc-3	K10756
F44B9.8	ArpA	K10756
W03D2.4	Pcn-1	K04802
F18A1.5	Rpa-1	K07466
M04F3.1	Rpa-2	K10739
C29A12.3	Lig-1	K10747
T04H1.4	Rad-50	K10866
ZC302.1	Mre-11	K10865
F18A1.5	Rpa-1	K07466
M04F3.1	Rpa-2	K10739
Y43C5A.6	Rad-51	K04482
Y119D3B.15	Dss-1	K10881
W06D4.6	Rad-54	K10875
T04A11.6	Him-6	K10901
Y56A3A.27	Top-3	K03165
C43E11.2	Mus-81	K08991
Y47D3A.4	Cku-70	K10884
R07E5.8	Cku-80	K10885
C07H6.1	Lig-4	K10777
T04H1.4	Rad-50	K10866
ZC302.1	Mre-11	K10865
Y47G6A.8	Crn-1	K04799
Y48G8AL.11	Haf-6	K05655
ZK484.2	Haf-9	K05656
F14F4.3	Mrp-5	K05668
T02D1.5	Pmp-4	K05676
C54G10.3	Pmp-3	K05678
C48A7.1	Egl-19	K05315
C54D2.5	Cca-1	K05315
T02C5.5	Unc-2	K05315
C50C3.9	Unc-36	K05316
T28F2.5	Ccb-1	K05317
ZK909.2	Kin-1	K04345
E01H11.1	Pkc-2	K02677
F18G5.3	Gpa-12	K04346
C02F4.2	Tax-6	K04348
F55C10.1	Cnb-1	K06268
C05D11.4	Let-756	K04358
ZK1067.1	Let-23	K04361
C14F5.5	Sem-5	K04364
T28F12.3	Sos-1	K03099
ZK792.6	Let-60	K07827
F17C8.4	Ras-2	K07831
Y73B6A.5	Lin-45	K04365
Y54E10BL.6	Mek-2	K04368
F43C1.2	Mpk-1	K04371
R166.5	Mnk-1	K04372
T01H8.1	RskN-1	K04373
C37F5.1	Lin-1	K04375
R07G3.1	Cdc-42	K04393
Y32F6B.3	Crp-1	K04393
C09B8.7	Pak-1	K04409
F59A6.1	Nsy-1	K04426
B0414.7	Mtk-1	K04428
T17E9.1	Kin-18	K04429
F42G10.2	Mkk-4	K04430
K08A8.1	Mek-1	K04431
R03G5.2	Sek-1	K04433
C23F12.1	FlnA-1	K04437
C23F12.2	FlnB-1	K04437
Y41D4B.13	Ced-2	K04438
F53H8.2	Arr-1	K04439
B0478.1	Jnk-1	K04440
B0218.3	Pmk-1	K04441
F42G8.3	Pmk-2	K04441
C54G4.1	RskN-2	K04445
C12D8.10	Akt-1	K04456
F28H6.1	Akt-2	K04456
F08B1.1	Vhp-1	K04459
Y39B6A.2	Pph-5	K04460
C12C8.1	Hsp-70	K03283
F26D10.3	Hsp-1	K03283
W06F12.1	Lit-1	K04468
ZK1067.1	Let-23	K04361
T01E8.3	Plc-3	K05859
K11E8.1	Unc-43	K04515
E01H11.1	Pkc-2	K02677
M02A10.3	Sli-1	K04707
C30F8.4	Kin-32	K05725
Y41D4B.13	Ced-2	K04438
M79.1	Abl-1	K06619
ZK470.5	Nck-1	K07365
C09B8.7	Pak-1	K04409
F42G10.2	Mkk-4	K04430
K08A8.1	Mek-1	K04431
B0478.1	Jnk-1	K04440
C37F5.1	Lin-1	K04375
C14F5.5	Sem-5	K04364
T28F12.3	Sos-1	K03099
ZK792.6	Let-60	K07827
Y73B6A.5	Lin-45	K04365
Y54E10BL.6	Mek-2	K04368
F43C1.2	Mpk-1	K04371
Y51H4A.17	Sta-1	K11224
B0334.8	Age-1	K00922
Y110A7A.10	Aap-1	K02649
C12D8.10	Akt-1	K04456
F28H6.1	Akt-2	K04456
B0261.2	Let-363	K07203
Y47D3A.16	RskS-1	K04688
Y18D10A.5	Gsk-3	K03083
T07H6.2	Mom-1	K00181
F38E1.7	Mom-2	K04689
T23D8.1	Mom-5	K02432
Y34D9B.1	Mig-1	K02354
F27E11.3	Cfz-2	K02375
Y71F9B.5	Lin-17	K02842
C34F11.9	Dsh-1	K02353
B0205.7	Kin-3	K03097
T01G9.6	Kin-10	K03115
Y18D10A.5	Gsk-3	K03083
B0336.1	Wrm-1	K02105
C54D1.6	Bar-1	K02105
K05C4.6	Hmp-2	K02105
F48E8.5	Paa-1	K03456
C13G3.3	PptR-2	K11584
W08G11.4	PptR-1	K11584
F38H4.9	Let-92	K04382
C03C10.1	Kin-19	K08957
F49E10.5	CtbP-1	K04496
R10E11.1	Cbp-1	K04498
C27H6.2	RuvB-1	K04499
R12B2.1	Sma-4	K04501
W06F12.1	Lit-1	K04468
Y38F1A.5	Cyd-1	K10151
F35H12.3	Sel-12	K04505
ZK909.2	Kin-1	K04345
Y37E11AR.2	SiaH-1	K04506
C06A8.4	Skr-17	K03094
C42D4.6	Skr-16	K03094
C52D10.6	Skr-12	K03094
C52D10.7	Skr-9	K03094
C52D10.8	Skr-13	K03094
C52D10.9	Skr-8	K03094
F44G3.6	Skr-3	K03094
F46A9.4	Skr-2	K03094
F46A9.5	Skr-1	K03094
F47H4.10	Skr-5	K03094
F54D10.1	Skr-15	K03094
F56B3.12	Skr-18	K03094
K08H2.1	Skr-21	K03094
R12H7.3	Skr-19	K03094
R12H7.5	Skr-20	K03094
Y105C5B.13	Skr-10	K03094
Y37H2C.2	Skr-6	K03094
Y47D7A.1	Skr-7	K03094
Y47D7A.8	Skr-14	K03094
Y60A3A.18	Skr-4	K03094
K10B2.1	Lin-23	K03362
D2045.6	Cul-1	K03347
ZK287.5	Rbx-1	K03868
F56E10.2	FhoD-2	K04512
Y51H4A.3	Rho-1	K04513
C10H11.9	Let-502	K04514
B0478.1	Jnk-1	K04440
B0348.4	Egl-8	K05858
K11E8.1	Unc-43	K04515
C02F4.2	Tax-6	K04348
F55C10.1	Cnb-1	K06268
E01H11.1	Pkc-2	K02677
K08B4.1	Lag-1	K06053
C34F11.9	Dsh-1	K02353
T03D8.1	Num-1	K06057
ZK154.7	Adm-4	K06059
F35H12.3	Sel-12	K04505
C18E3.8	Hop-1	K06060
ZK524.1	Spe-4	K06060
T28D6.9	Pen-2	K06170
ZC434.6	Aph-2	K06171
VF36H2L.1	Aph-1	K06172
R10E11.1	Cbp-1	K04498
Y47G6A.6	PcaF-1	K06062
T27F2.1	Skp-1	K06063
F49E10.5	CtbP-1	K04496
F55F8.4	Cir-1	K06066
C08B11.2	Hda-2	K06067
C53A5.3	Hda-1	K06067
R06C1.1	Hda-3	K06067
F21H12.4	Ptc-2	K06225
ZK675.1	Ptc-1	K06225
F38E1.7	Mom-2	K04689
T25F10.2	Dbl-1	K04662
ZK909.2	Kin-1	K04345
Y18D10A.5	Gsk-3	K03083
C03C10.1	Kin-19	K08957
Y106G6E.6	CsnK-1	K02218
K10B2.1	Lin-23	K03362
T25F10.2	Dbl-1	K04662
R12B2.1	Sma-4	K04501
C32F10.2	Lin-35	K04681
R10E11.1	Cbp-1	K04498
ZK287.5	Rbx-1	K03868
D2045.6	Cul-1	K03347
C06A8.4	Skr-17	K03094
C42D4.6	Skr-16	K03094
C52D10.6	Skr-12	K03094
C52D10.7	Skr-9	K03094
C52D10.8	Skr-13	K03094
C52D10.9	Skr-8	K03094
F44G3.6	Skr-3	K03094
F46A9.4	Skr-2	K03094
F46A9.5	Skr-1	K03094
F47H4.10	Skr-5	K03094
F54D10.1	Skr-15	K03094
F56B3.12	Skr-18	K03094
K08H2.1	Skr-21	K03094
R12H7.3	Skr-19	K03094
R12H7.5	Skr-20	K03094
Y105C5B.13	Skr-10	K03094
Y37H2C.2	Skr-6	K03094
Y47D7A.1	Skr-7	K03094
Y47D7A.8	Skr-14	K03094
Y60A3A.18	Skr-4	K03094
F43C1.2	Mpk-1	K04371
Y51H4A.3	Rho-1	K04513
C10H11.9	Let-502	K04514
Y47D3A.16	RskS-1	K04688
F48E8.5	Paa-1	K03456
F38H4.9	Let-92	K04382
Y51H4A.17	Sta-1	K11224
R10E11.1	Cbp-1	K04498
Y38F1A.5	Cyd-1	K10151
C34G6.7	StaM-1	K04705
W10D5.3	Gei-17	K04706
M02A10.3	Sli-1	K04707
F59G1.5	Ptp-2	K07293
C14F5.5	Sem-5	K04364
T28F12.3	Sos-1	K03099
B0334.8	Age-1	K00922
Y110A7A.10	Aap-1	K02649
C12D8.10	Akt-1	K04456
F28H6.1	Akt-2	K04456
Y113G7A.4	Ncx-1	K05849
Y67D8C.10	Mca-3	K05850
Y40H4A.1	Gar-3	K04131
C09B7.1	Ser-7	K04163
R06A10.2	Gsa-1	K04632
F17C8.1	Acy-1	K08049
ZK909.2	Kin-1	K04345
K11D9.2	Sca-1	K05853
F07F6.6	Nmr-1	K05208
K11C4.5	Unc-68	K05327
F45H11.4	Mgl-2	K04604
F59C12.2	Ser-1	K04157
ZK1067.1	Let-23	K04361
M01D7.7	Egl-30	K04634
R05G6.8	Plc-4	K05857
B0348.4	Egl-8	K05858
T01E8.3	Plc-3	K05859
F31B12.1	Plc-1	K05860
F33D4.2	Itr-1	K02522
K01H12.2	Ant-1.3	K05863
T01B11.4	Ant-1.44	K05863
T27E9.1	Ant-1.1	K05863
W02D3.6	Ant-1.2	K05863
C18E9.1	Cal-2	K02183
T07G12.1	Cal-4	K02183
T21H3.3	Cmd-1	K02183
K11E8.1	Unc-43	K04515
C02F4.2	Tax-6	K04348
F55C10.1	Cnb-1	K06268
T04D3.3	Pde-1	K13755
E01H11.1	Pkc-2	K02677
F55A12.3	Ppk-1	K00889
VF11C1L.1	Ppk-3	K00889
C09E10.2	Dgk-1	K00901
F42A9.1	Dgk-4	K00901
F54G8.2	Dgk-3	K00901
K06A1.6	Dgk-5	K00901
B0025.1	Vps-34	K00914
Y48G9A.8	Ppk-2	K00920
B0334.8	Age-1	K00922
Y46G5A.5	PisY-1	K00999
F13G3.5	Ttx-7	K01092
JC8.10	Unc-26	K01099
C09B8.1	Ipp-5	K01106
B0348.4	Egl-8	K05858
R05G6.8	Plc-4	K05857
F31B12.1	Plc-1	K05860
T01E8.3	Plc-3	K05859
F33D4.2	Itr-1	K02522
Y110A7A.10	Aap-1	K02649
E01H11.1	Pkc-2	K02677
C18E9.1	Cal-2	K02183
T07G12.1	Cal-4	K02183
T21H3.3	Cmd-1	K02183
Y110A7A.10	Aap-1	K02649
B0334.8	Age-1	K00922
H42K12.1	Pdk-1	K06276
C12D8.10	Akt-1	K04456
F28H6.1	Akt-2	K04456
F54C8.5	RheB-1	K07208
B0261.2	Let-363	K07203
C10C5.6	Daf-15	K07204
F38A6.3	Hif-1	K08268
Y47D3A.16	RskS-1	K04688
Y71A12B.1	Rps-6	K02991
B0348.6	Ife-3	K03259
C05D9.5	Ife-4	K03259
F53A2.6	Ife-1	K03259
R04A9.4	Ife-2	K03259
Y57A10A.30	Ife-5	K03259
Y60A3A.1	Unc-51	K08269
F43C1.2	Mpk-1	K04371
T01H8.1	RskN-1	K04373
Y59A8B.14	Par-4	K07298
T01C8.1	Aak-2	K07198
Y73B6A.5	Lin-45	K04365
Y40H4A.1	Gar-3	K04131
C15B12.5	Gar-1	K04134
F47D12.1	Gar-2	K04134
F15A8.5	Dop-1	K04148
Y22D7AR.13	Ser-4	K04153
F59C12.2	Ser-1	K04157
C09B7.1	Ser-7	K04163
T23B3.4	Ckr-1	K04196
Y39A3B.5	Ckr-2	K04196
C38C10.1	Tkr-1	K04225
ZK455.3	Npr-9	K04233
F54E7.3	Par-3	K04237
F54D7.3	GnrR-1	K04280
F45H11.4	Mgl-2	K04604
ZC506.4	Mgl-1	K04605
Y4C6A.2	Mgl-3	K04608
Y41G9A.4	Gbb-1	K04615
F07F6.6	Nmr-1	K05208
F01G12.5	Let-2	K06237
T22A3.8	Lam-3	K05637
K08C7.3	Epi-1	K06240
W03F8.5	Lam-1	K05636
C54D1.5	Lam-2	K05635
F41G3.12	Agr-1	K06254
ZK1058.2	Pat-3	K05719
F57C7.3	Sdn-1	K06257
ZK1067.1	Let-23	K04361
F59F3.1	Ver-3	K05096
F59F3.5	Ver-4	K05096
T17A3.1	Ver-1	K05096
C02C6.1	Dyn-1	K01528
T12E12.4	Drp-1	K01528
Y116A8C.12	Arf-6	K07941
F55A12.3	Ppk-1	K00889
VF11C1L.1	Ppk-3	K00889
C04G6.3	Pld-1	K01115
T20G5.1	Chc-1	K04646
T20B5.1	Apa-2	K11824
Y71H2B.10	Apb-1	K11825
R160.1	Dpy-23	K11826
F02E8.3	Aps-2	K11827
M02A10.3	Sli-1	K04707
Y65B4BR.4	Wwp-1	K05633
T04D1.3	Unc-57	K11247
F35A5.8	Erp-1	K11248
T04C10.2	Epn-1	K12471
W02B3.2	Grk-2	K00910
F19C6.1	Grk-1	K08291
F53H8.2	Arr-1	K04439
T13F2.8	Cav-1	K06278
C56A3.7	Cav-2	K12958
Y51H4A.3	Rho-1	K04513
C12C8.1	Hsp-70	K03283
F26D10.3	Hsp-1	K03283
W03C9.3	Rab-7	K07897
C07G1.5	HgrS-1	K12182
C34G6.7	StaM-1	K04705
C09G12.9	Tsg-101	K12183
C06A6.3	Mvb-12	K12186
Y87G2A.10	Vps-28	K12184
CD4.4	Vps-37	K12185
F17C11.8	Tag-318	K12190
C37C3.3	Vps-32.2	K12194
C56C10.3	Vps-32.1	K12194
Y34D9A.10	Vps-4	K12196
R10E12.1	Alx-1	K12200
W06H8.1	Rme-1	K12476
T10G3.5	Eea-1	K12478
Y42H9AR.3	RabS-5	K12481
F53G12.1	Rab-11.1	K07904
W04G5.2	Rab-11.2	K07904
F54E7.3	Par-3	K04237
T26E3.3	Par-6	K06093
F09E5.1	Pkc-3	K06069
R07G3.1	Cdc-42	K04393
Y32F6B.3	Crp-1	K04393
Y17G7B.15	Cnt-1	K12489
Y39A1A.15	Cnt-2	K12491
Y55D9A.1	Efa-6	K12494
F36F2.4	Syn-13	K08488
M03F4.2	Act-4	K05692
T04C12.4	Act-3	K05692
T04C12.5	Act-2	K05692
T04C12.6	Act-1	K05692
T10G3.5	Eea-1	K12478
B0025.1	Vps-34	K00914
C07G1.5	HgrS-1	K12182
Y49A3A.2	Vha-13	K02145
F20B6.2	Vha-12	K02147
Y110A7A.12	Tag-300	K02147
Y38F2AL.3	Vha-11	K02148
F55H2.2	Vha-14	K02149
C17H12.14	Vha-8	K02150
ZK970.4	Vha-9	K02151
F46F11.5	Vha-10	K02152
F49C12.13	Vha-17	K02153
C26H9A.1	Vha-7	K02154
F35H10.4	Vha-5	K02154
VW02B12L.1	Vha-6	K02154
ZK637.8	Unc-32	K02154
C30F8.2	Vha-16	K02146
F52E1.10	Vha-18	K02144
T14F9.1	Vha-15	K02144
R10E11.2	Vha-2	K02155
R10E11.8	Vha-1	K02155
Y38F2AL.4	Vha-3	K02155
T01H3.1	Vha-4	K03661
Y55H10A.1	Vha-19	K03662
W03C9.3	Rab-7	K07897
T21E12.4	Dhc-1	K10413
F18C12.1	Che-3	K10414
C17H12.1	DycI-1	K10415
C39E9.14	Dli-1	K10416
C44B11.3	Mec-12	K07374
F44F4.11	Tba-4	K07374
B0272.1	Tbb-4	K07375
C36E8.5	Tbb-2	K07375
C54C6.2	Ben-1	K07375
