Dmel_CG17759	GalPha49b	K04634
Dmel_CG17534	GstE9	K00799
Dmel_CG18548	GstD10	K00799
Dmel_CG33546	GfzF	K00799
Dmel_CG4181	GstD2	K00799
Dmel_CG4371	GstD7	K00799
Dmel_CG4381	GstD3	K00799
Dmel_CG4423	GstD6	K00799
Dmel_CG5164	GstE1	K00799
Dmel_CG6781	Se	K00310
Dmel_CG8938	GstS1	K00799
Dmel_CG8593	Qm	K00804
Dmel_CG5232	Sas	K05304
Dmel_CG5232	Sas	K05304
Dmel_CG3469	BetAggt-i	K11713
Dmel_CG9165	L(3)02640	K01749
Dmel_CG9613	Coq2	K06125
Dmel_CG4233	Got2	K00813
Dmel_CG8430	Got1	K00813
Dmel_CG8782	Oat	K00819
Dmel_CG12449	GfaT1	K00820
Dmel_CG1345	GfaT2	K00820
Dmel_CG3926	SpaT	K00830
Dmel_CG3926	SpaT	K00830
Dmel_CG3926	SpaT	K00830
Dmel_CG3001	Hex-a	K00844
Dmel_CG32849	Hex-t2	K00844
Dmel_CG33102	Hex-t1	K00844
Dmel_CG8094	Hex-c	K00844
Dmel_CG4001	Pfk	K00850
Dmel_CG1851	Ady43a	K00856
Dmel_CG10575	PpaT-dpck	K02318
Dmel_CG8363	PapSs	K13811
Dmel_CG1216	Mri	K00864
Dmel_CG18374	Gyk	K00864
Dmel_CG5725	Fbl	K09680
Dmel_CG7070	Pyk	K00873
Dmel_CG7004	Fwd	K00888
Dmel_CG3682	Pip5k59b	K00889
Dmel_CG9985	SktL	K00889
Dmel_CG3525	Eas	K00894
Dmel_CG1747	Sk1	K04718
Dmel_CG3400	PfrX	K00900
Dmel_CG34344	RdgA	K00901
Dmel_CG34361	Dgk	K00901
Dmel_CG34359	Ip3K2	K00911
Dmel_CG4026	Ip3K1	K00911
Dmel_CG5373	Pi3K59f	K00914
Dmel_CG5452	Dnk	K05961
Dmel_CG6355	Fab1	K00921
Dmel_CG4141	Pi3K92e	K00922
Dmel_CG11621	Pi3K68d	K00923
Dmel_CG30295	Ipk1	K10572
Dmel_CG3127	Pgk	K00927
Dmel_CG32031	ArgK	K00934
Dmel_CG17146	Adk1	K00939
Dmel_CG3140	Adk2	K00939
Dmel_CG6612	Adk3	K00939
Dmel_CG2210	Awd	K00940
Dmel_CG5310	NmdYn-d6	K00940
Dmel_CG8362	NmdYn-d7	K00940
Dmel_CG31349	Pyd	K00942
Dmel_CG32717	Sdt	K00942
Dmel_CG6092	Dak1	K13800
Dmel_CG14616	L(1)g0196	K13024
Dmel_CG14616	L(1)g0196	K13024
Dmel_CG6092	Dak1	K13800
Dmel_CG13645	NmnAt	K06210
Dmel_CG10575	PpaT-dpck	K02318
Dmel_CG8363	PapSs	K13811
Dmel_CG10122	Rpi1	K02999
Dmel_CG13418	Rpi12	K03000
Dmel_CG4033	Rpi135	K03002
Dmel_CG1554	RpiI215	K03006
Dmel_CG3180	RpiI140	K03010
Dmel_CG10685	L(2)37cg	K03020
Dmel_CG8344	RpiIi128	K03021
Dmel_CG10489	PolE2	K02325
Dmel_CG13399	ChrAc-14	K02326
Dmel_CG6189	L(1)1bi	K02331
Dmel_CG8987	Tam	K02332
Dmel_CG6019	Mus308	K02349
Dmel_CG1925	Mus205	K02350
Dmel_CG11301	Mes4	K03506
Dmel_CG11265	Trf4-1	K03514
Dmel_CG17462	Trf4-2	K03514
Dmel_CG4347	Ugp	K00963
Dmel_CG5547	PecT	K00967
Dmel_CG1049	Cct1	K00968
Dmel_CG18330	Cct2	K00968
Dmel_CG13645	NmnAt	K06210
Dmel_CG9535	Mmy	K00972
Dmel_CG7962	CdsA	K00981
Dmel_CG32220	CsaS	K00983
Dmel_CG12189	Rev1	K03515
Dmel_CG6016	Bbc	K00993
Dmel_CG9245	Pis	K00999
Dmel_CG32099	Eap	K06133
Dmel_CG5025	Sps2	K01008
Dmel_CG8553	SelD	K01008
Dmel_CG10079	EgfR	K04361
Dmel_CG18085	Sev	K05088
Dmel_CG32134	Btl	K05093
Dmel_CG7223	Htl	K05094
Dmel_CG8222	Pvr	K05096
Dmel_CG1511	Eph	K05110
Dmel_CG8250	Alk	K05119
Dmel_CG4926	Ror	K05122
Dmel_CG14396	Ret	K05126
Dmel_CG8967	Otk	K05127
Dmel_CG17348	Drl	K05128
Dmel_CG17559	Dnt	K05128
Dmel_CG4007	Nrk	K05129
Dmel_CG10244	Cad96ca	K08252
Dmel_CG14992	Ack	K08252
Dmel_CG18402	Inr	K08252
Dmel_CG3915	Drl-2	K08252
Dmel_CG3969	Pr2	K08252
Dmel_CG7525	Tie	K08252
Dmel_CG1389	Tor	K12378
Dmel_CG1594	Hop	K04447
Dmel_CG10023	Fak56d	K05725
Dmel_CG42317	Csk	K05728
Dmel_CG4032	Abl	K06619
Dmel_CG8049	Btk29a	K07364
Dmel_CG18247	ShaRk	K08253
Dmel_CG40080	HasPin	K08253
Dmel_CG7524	Src64b	K08253
Dmel_CG7873	Src42a	K08892
Dmel_CG14030	Bub1	K02178
Dmel_CG7838	BubR1	K02178
Dmel_CG32742	L(1)g0148	K02214
Dmel_CG17161	Grp	K02216
Dmel_CG2048	Dco	K02218
Dmel_CG6963	GisH	K02218
Dmel_CG17520	CkiIalpha	K03097
Dmel_CG17596	S6kIi	K04373
Dmel_CG10295	Pak	K04409
Dmel_CG14217	Tao-1	K04429
Dmel_CG3086	MapK-ak2	K04443
Dmel_CG4006	Akt1	K04456
Dmel_CG9774	Rok	K04514
Dmel_CG10539	S6k	K04688
Dmel_CG6535	TefU	K04728
Dmel_CG1848	LimK1	K05743
Dmel_CG6703	CakI	K06103
Dmel_CG6551	Fu	K06228
Dmel_CG10504	Ilk	K06272
Dmel_CG1210	Pk61c	K06276
Dmel_CG4488	Wee	K06632
Dmel_CG4252	Mei-41	K06640
Dmel_CG10895	Lok	K06641
Dmel_CG10967	Atg1	K08269
Dmel_CG10522	Sti	K08282
Dmel_CG1107	Aux	K08282
Dmel_CG32417	Myt1	K08282
Dmel_CG32616	Ste12dor	K08282
Dmel_CG7693	FraY	K08282
Dmel_CG7719	Gwl	K08282
Dmel_CG8585	Ih	K08282
Dmel_CG9746	Ird1	K08333
Dmel_CG8637	Trc	K08790
Dmel_CG12072	Wts	K08791
Dmel_CG6386	BalL	K08816
Dmel_CG17090	HipK	K08826
Dmel_CG8174	SrpK	K08831
Dmel_CG5125	NinAc	K08834
Dmel_CG4527	SliK	K08836
Dmel_CG6620	Ial	K08850
Dmel_CG4583	Ire-1	K08852
Dmel_CG10951	NikI	K08857
Dmel_CG17256	Nek2	K08857
Dmel_CG1609	Gcn2	K08860
Dmel_CG2087	Pek	K08860
Dmel_CG2028	CkiAlpha	K08957
Dmel_CG3068	Aur	K11481
Dmel_CG8808	Pdk	K00898
Dmel_CG9374	Lkb1	K07298
Dmel_CG2615	Ik2	K05410
Dmel_CG4201	Ird5	K07209
Dmel_CG12066	Pka-c2	K04345
Dmel_CG4379	Pka-c1	K04345
Dmel_CG6117	Pka-c3	K04345
Dmel_CG3051	Snf1a	K07198
Dmel_CG10033	For	K07376
Dmel_CG3324	Pkg21d	K07376
Dmel_CG6518	InaC	K02677
Dmel_CG6622	Pkc53e	K02677
Dmel_CG1954	Pkc98e	K06068
Dmel_CG42349	PkcDelta	K06068
Dmel_CG10261	ApkC	K06069
Dmel_CG7125	Pkd	K06070
Dmel_CG2049	Pkn	K06071
Dmel_CG40129	GprK1	K00910
Dmel_CG17998	GprK2	K08291
Dmel_CG18069	CamKii	K04515
Dmel_CG1495	CamKi	K08794
Dmel_CG18255	StrN-mlck	K00907
Dmel_CG1830	PhkGamma	K00871
Dmel_CG12306	PolO	K06631
Dmel_CG7186	Sak	K08863
Dmel_CG5363	Cdc2	K02087
Dmel_CG5072	Cdk4	K02089
Dmel_CG8203	Cdk5	K02090
Dmel_CG3319	Cdk7	K02202
Dmel_CG10572	Cdk8	K02208
Dmel_CG5179	Cdk9	K02211
Dmel_CG10498	Cdc2c	K07760
Dmel_CG4268	PitSlre	K08818
Dmel_CG10579	Eip63e	K08820
Dmel_CG12559	Rl	K04371
Dmel_CG5680	Bsk	K04440
Dmel_CG33338	P38C	K04441
Dmel_CG5475	Mpk2	K04441
Dmel_CG7393	P38B	K04441
Dmel_CG7892	Nmo	K04468
Dmel_CG8789	Wnd	K04422
Dmel_CG4720	Pk92b	K04426
Dmel_CG18492	Tak1	K04427
Dmel_CG2621	Sgg	K03083
Dmel_CG8201	Par-1	K05960
Dmel_CG11533	AsaTor	K08815
Dmel_CG6027	Cdi	K08287
Dmel_CG40478	DyrK3	K08825
Dmel_CG4551	Smi35a	K08825
Dmel_CG7643	Ald	K08866
Dmel_CG15793	DsoR1	K04368
Dmel_CG9738	Mkk4	K04430
Dmel_CG4353	Hep	K04431
Dmel_CG12244	Lic	K04432
Dmel_CG5231	Las	K03644
Dmel_CG32632	TanGo13	K01021
Dmel_CG33147	Hs3St-a	K08104
Dmel_CG10234	Hs2St	K02513
Dmel_CG4451	Hs6St	K02514
Dmel_CG8339	Sfl	K02577
Dmel_CG10238	MocS2	K03635
Dmel_CG17148	Est-p	K01044
Dmel_CG6917	Est-6	K01044
Dmel_CG8424	JheDup	K01044
Dmel_CG9858	Clt	K01044
Dmel_CG11124	SplA2	K01047
Dmel_CG1583	GiiIspla2	K01047
Dmel_CG17035	GxiVspla2	K01047
Dmel_CG6718	IplA2-via	K01047
Dmel_CG17907	Ace	K01049
Dmel_CG8440	Lis-1	K01062
Dmel_CG8425	Jhe	K01063
Dmel_CG7279	Lip1	K01066
Dmel_CG8339	Sfl	K02577
Dmel_CG3083	Prx6005	K11188
Dmel_CG33174	InaE	K13806
Dmel_CG5603	CylD	K08601
Dmel_CG4166	Not	K11366
Dmel_CG1490	Usp7	K11838
Dmel_CG1945	Faf	K11840
Dmel_CG5505	Usp36	K11855
Dmel_CG5486	Ubp64e	K11857
Dmel_CG12108	Ppt1	K01074
Dmel_CG4851	Ppt2	K01074
Dmel_CG9448	TrbD	K11862
Dmel_CG1462	Aph-4	K01077
Dmel_CG33747	PriMo-2	K01078
Dmel_CG33748	PriMo-1	K01078
Dmel_CG7899	AcpH-1	K01078
Dmel_CG3705	Aay	K01079
Dmel_CG11440	LazA	K01080
Dmel_CG8804	Wun	K01080
Dmel_CG8805	Wun2	K01080
Dmel_CG4827	VeiL	K01081
Dmel_CG31692	Fbp	K03841
Dmel_CG10138	Ppd5	K01090
Dmel_CG10930	Ppy-55a	K01090
Dmel_CG12151	Pdp	K01090
Dmel_CG12217	Ppv	K01090
Dmel_CG2984	Pp2C1	K01090
Dmel_CG32156	Mbs	K01090
Dmel_CG3245	Ppn58a	K01090
Dmel_CG32505	Pp4-19c	K01090
Dmel_CG34099	Mkp	K01090
Dmel_CG40448	Pp1-y2	K01090
Dmel_CG8822	Ppd6	K01090
Dmel_CG1455	CanA1	K04348
Dmel_CG9819	CanA-14f	K04348
Dmel_CG9842	Pp2B-14d	K04348
Dmel_CG7109	Mts	K04382
Dmel_CG14080	Mkp3	K04459
Dmel_CG7850	Puc	K04459
Dmel_CG8402	Ppd3	K04460
Dmel_CG2096	Flw	K06269
Dmel_CG5650	Pp1-87b	K06269
Dmel_CG9156	Pp1-13c	K06269
Dmel_CG6571	RdgC	K13807
Dmel_CG10371	PliP	K14165
Dmel_CG14211	Mkp-4	K14165
Dmel_CG6562	SynJ	K01099
Dmel_CG3400	PfrX	K00900
Dmel_CG10443	Lar	K01104
Dmel_CG10975	Ptp69d	K01104
Dmel_CG11516	Ptp99a	K01104
Dmel_CG1228	PtpMeg	K01104
Dmel_CG1395	Stg	K01104
Dmel_CG1817	Ptp10d	K01104
Dmel_CG18243	Ptp52f	K01104
Dmel_CG32697	L(1)g0232	K01104
Dmel_CG33747	PriMo-2	K01078
Dmel_CG33748	PriMo-1	K01078
Dmel_CG4965	Twe	K01104
Dmel_CG4993	Prl-1	K01104
Dmel_CG6542	EdtP	K01104
Dmel_CG6899	Ptp4e	K01104
Dmel_CG9311	Mop	K01104
Dmel_CG9493	Pez	K01104
Dmel_CG9554	Eya	K01104
Dmel_CG9856	Ptp-er	K01104
Dmel_CG14080	Mkp3	K04459
Dmel_CG7850	Puc	K04459
Dmel_CG9181	Ptp61f	K05696
Dmel_CG7134	Cdc14	K06639
Dmel_CG3954	Csw	K07293
Dmel_CG31795	Ia2	K07817
Dmel_CG10371	PliP	K14165
Dmel_CG14211	Mkp-4	K14165
Dmel_CG3028	Ipp	K01107
Dmel_CG4317	MipP2	K03103
Dmel_CG5671	PteN	K01110
Dmel_CG12110	Pld	K01115
Dmel_CG3620	NorPa	K05858
Dmel_CG4574	Plc21c	K05858
Dmel_CG4200	Sl	K05859
Dmel_CG32498	Dnc	K01120
Dmel_CG5411	Pde8	K01120
Dmel_CG34341	Pde11	K13298
Dmel_CG42325	Pde1c	K13755
Dmel_CG34341	Pde11	K13298
Dmel_CG42276	Pde9	K13761
Dmel_CG8279	Pde6	K13763
Dmel_CG8825	Gkt	K10862
Dmel_CG8980	NipP1	K13216
Dmel_CG3240	Rad1	K02830
Dmel_CG7780	DnaSeii	K01158
Dmel_CG8730	DroSha	K03685
Dmel_CG8729	Rnh1	K03469
Dmel_CG32763	L(1)g0045	K01164
Dmel_CG33931	Rpp20	K01164
Dmel_CG11606	Rpp30	K03539
Dmel_CG3298	Jhi-1	K00784
Dmel_CG34418	Sif	K01168
Dmel_CG17876	Amy-d	K01176
Dmel_CG18730	Amy-p	K01176
Dmel_CG8221	AmyRel	K01176
Dmel_CG10531	Cht9	K01183
Dmel_CG18140	Cht3	K01183
Dmel_CG1869	Cht7	K01183
Dmel_CG2054	Cht2	K01183
Dmel_CG2989	Cht6	K01183
Dmel_CG30293	Cht12	K01183
Dmel_CG3044	Cht11	K01183
Dmel_CG3986	Cht4	K01183
Dmel_CG9118	LysD	K01183
Dmel_CG9307	Cht5	K01183
Dmel_CG9357	Cht8	K01183
Dmel_CG1165	LysS	K01185
Dmel_CG1179	LysB	K01185
Dmel_CG1180	LysE	K01185
Dmel_CG9111	LysC	K01185
Dmel_CG9118	LysD	K01183
Dmel_CG9120	LysX	K01185
Dmel_CG9116	LysP	K13915
Dmel_CG8694	LvpD	K01187
Dmel_CG8695	LvpL	K01187
Dmel_CG8696	LvpH	K01187
Dmel_CG3132	Ect3	K12309
Dmel_CG9092	Gal	K12309
Dmel_CG9364	TreH	K01194
Dmel_CG6128	FucA	K01206
Dmel_CG1318	HexO1	K12373
Dmel_CG1787	HexO2	K12373
Dmel_CG8824	Fdl	K12373
Dmel_CG2864	ParG	K07759
Dmel_CG11654	AhcY13	K01251
Dmel_CG8956	AhcY89e	K01251
Dmel_CG4750	LooPin-1	K01255
Dmel_CG9285	Dip-b	K01255
Dmel_CG11956	Sp1029	K11140
Dmel_CG6291	ApePp	K01262
Dmel_CG4008	Und	K01265
Dmel_CG5663	Dip-c	K14213
Dmel_CG7415	DppIii	K01277
Dmel_CG3991	TppIi	K01280
Dmel_CG10142	AncE-5	K01283
Dmel_CG10593	AceR	K01283
Dmel_CG16869	AncE-2	K01283
Dmel_CG17988	AncE-3	K01283
Dmel_CG8196	AncE-4	K01283
Dmel_CG8827	AncE	K01283
Dmel_CG4122	Svr	K07752
Dmel_CG4265	Uch	K05609
Dmel_CG3431	Uch-l3	K05610
Dmel_CG31362	Jon99ciii	K01310
Dmel_CG6298	Jon74e	K01310
Dmel_CG12350	LamBdatry	K01312
Dmel_CG12385	TheTatry	K01312
Dmel_CG12386	EtaTry	K01312
Dmel_CG12387	ZetAtry	K01312
Dmel_CG18211	BetAtry	K01312
Dmel_CG18444	AlpHatry	K01312
Dmel_CG7754	IotAtry	K01312
Dmel_CG9564	Try29f	K01312
Dmel_CG10772	Fur1	K01349
Dmel_CG18734	Fur2	K01349
Dmel_CG6438	AmoN	K01360
Dmel_CG1004	Rho	K02857
Dmel_CG33166	SteT	K02857
Dmel_CG8972	Rho-7	K09650
Dmel_CG7169	S1p	K08653
Dmel_CG6692	Cp1	K01365
Dmel_CG10583	Sse	K02365
Dmel_CG1548	CatHd	K01379
Dmel_CG5517	Ide	K01408
Dmel_CG9565	Nep3	K01415
Dmel_CG1964	Kul	K06704
Dmel_CG7147	Kuz	K06704
Dmel_CG9000	Ste24a	K06013
Dmel_CG8988	S2p	K07765
Dmel_CG7908	TacE	K06059
Dmel_CG4904	ProS35	K02725
Dmel_CG5266	ProS25	K02726
Dmel_CG9327	ProS29	K02728
Dmel_CG17268	ProS28.1a	K02731
Dmel_CG3422	ProS28.1	K02731
Dmel_CG4569	ProS28.1b	K02731
Dmel_CG4097	ProS26	K02732
Dmel_CG11981	ProSbeta3	K02735
Dmel_CG12000	ProSbeta7	K02736
Dmel_CG12323	ProSbeta5	K02737
Dmel_CG8392	ProSbeta1	K02738
Dmel_CG3329	ProSbeta2	K02739
Dmel_CG14884	Csn5	K09613
Dmel_CG11500	SpaSe12	K12946
Dmel_CG1751	SpaSe25	K12947
Dmel_CG8772	NemY	K01425
Dmel_CG3027	Pyd3	K01431
Dmel_CG13969	Bwa	K01441
Dmel_CG1471	CdaSe	K12349
Dmel_CG11709	PgrP-sa	K01446
Dmel_CG14704	PgrP-lb	K01446
Dmel_CG14745	PgrP-sc2	K01446
Dmel_CG14746	PgrP-sc1a	K01446
Dmel_CG32042	PgrP-la	K01446
Dmel_CG4432	PgrP-lc	K01446
Dmel_CG4437	PgrP-lf	K01446
Dmel_CG7496	PgrP-sd	K01446
Dmel_CG8577	PgrP-sc1b	K01446
Dmel_CG8995	PgrP-le	K01446
Dmel_CG9681	PgrP-sb1	K01446
Dmel_CG9697	PgrP-sb2	K01446
Dmel_CG7865	PngAse	K01456
Dmel_CG7471	Rpd3	K06067
Dmel_CG2128	HdaC3	K11404
Dmel_CG1770	HdaC4	K11406
Dmel_CG6170	HdaC6	K11407
Dmel_CG31119	HdaCx	K11418
Dmel_CG6964	Gug	K01463
Dmel_CG5216	Sir2	K11411
Dmel_CG5085	SirT2	K11412
Dmel_CG3187	SirT4	K11414
Dmel_CG11305	SirT7	K11417
Dmel_CG1411	CrmP	K01464
Dmel_CG18572	R	K11540
Dmel_CG18104	Arg	K01476
Dmel_CG10143	AdgF-e	K01488
Dmel_CG11994	Ada	K01488
Dmel_CG5992	AdgF-a	K01488
Dmel_CG5998	AdgF-b	K01488
Dmel_CG9621	AdgF-d	K01488
Dmel_CG4067	Pug	K00288
Dmel_CG18466	NmdMc	K13403
Dmel_CG9441	Pu	K01495
Dmel_CG6957	OscIllin	K02564
Dmel_CG4634	NurF-38	K11726
Dmel_CG16870	AcyP	K01512
Dmel_CG18505	AcyP2	K01512
Dmel_CG31713	Apf	K01518
Dmel_CG4584	DutPase	K01520
Dmel_CG6391	Aps	K07766
Dmel_CG3461	Pn	K01529
Dmel_CG7487	RecQ4	K10730
Dmel_CG8019	Hay	K10843
Dmel_CG9433	Xpd	K10844
Dmel_CG3736	Okr	K10875
Dmel_CG6920	Mus309	K10901
Dmel_CG4879	RecQ5	K10902
Dmel_CG9696	Dom	K11320
Dmel_CG9750	RepT	K11338
Dmel_CG3733	Chd1	K11367
Dmel_CG8103	Mi-2	K11643
Dmel_CG5942	Brm	K11647
Dmel_CG8625	IswI	K11654
Dmel_CG31212	Ino80	K11665
Dmel_CG10210	Tst	K12599
Dmel_CG1886	Atp7	K01533
Dmel_CG32451	SpoCk	K01537
Dmel_CG42314	PmcA	K05850
Dmel_CG5670	AtpAlpha	K01539
Dmel_CG8189	AtpSyn-b	K02127
Dmel_CG3612	Blw	K02132
Dmel_CG2968	L(1)g0230	K02134
Dmel_CG9032	Sun	K02135
Dmel_CG4307	OscP	K02137
Dmel_CG6030	AtpSyn-d	K02138
Dmel_CG6105	L(2)06225	K02140
Dmel_CG17332	VhaSfd	K02144
Dmel_CG12403	Vha68-1	K02145
Dmel_CG3762	Vha68-2	K02145
Dmel_CG2934	VhaAc39	K02146
Dmel_CG17369	Vha55	K02147
Dmel_CG8048	Vha44	K02148
Dmel_CG8186	Vha36	K02149
Dmel_CG1088	Vha26	K02150
Dmel_CG8210	Vha14	K02151
Dmel_CG6213	Vha13	K02152
Dmel_CG11589	VhaM9.7-1	K02153
Dmel_CG7625	VhaM9.7-2	K02153
Dmel_CG1709	Vha100-1	K02154
Dmel_CG18617	Vha100-2	K02154
Dmel_CG30329	Vha100-3	K02154
Dmel_CG3161	Vha16	K02155
Dmel_CG32089	Vha16-2	K02155
Dmel_CG32090	Vha16-3	K02155
Dmel_CG7007	VhaPpa1-1	K03661
Dmel_CG32451	SpoCk	K01537
Dmel_CG10090	Tim17a1	K10836
Dmel_CG1158	Tim17b1	K10836
Dmel_CG11611	Tim13	K10836
Dmel_CG14666	Tim17a2	K10836
Dmel_CG15257	Tim17b2	K10836
Dmel_CG1660	Tim9a	K10836
Dmel_CG1728	Tim8	K10836
Dmel_CG17767	Tim9b	K10836
Dmel_CG6949	MrpL45	K10836
Dmel_CG5977	SpaS	K13254
Dmel_CG10718	Neb	K06026
Dmel_CG1618	ComT	K06027
Dmel_CG33101	Nsf2	K06027
Dmel_CG9748	Bel	K11594
Dmel_CG4152	L(2)35df	K12598
Dmel_CG4916	Me31b	K12614
Dmel_CG7269	Hel25e	K12812
Dmel_CG10689	L(2)37cb	K12813
Dmel_CG32604	L(1)g0007	K12815
Dmel_CG8241	Pea	K12818
Dmel_CG10279	Rm62	K12823
Dmel_CG7483	Eif4aiii	K13025
Dmel_CG14637	Abs	K13116
Dmel_CG6539	Gem3	K13131
Dmel_CG9054	Ddx1	K13177
Dmel_CG6375	Pit	K13179
Dmel_CG2173	Rs1	K13181
Dmel_CG11680	Mle	K13184
Dmel_CG3506	Vas	K13982
Dmel_CG6050	EftUm	K02358
Dmel_CG2238	Ef2B	K03234
Dmel_CG18102	Shi	K01528
Dmel_CG3210	Drp1	K01528
Dmel_CG14993	Faa	K01555
Dmel_CG14994	Gad1	K01580
Dmel_CG7811	B	K01580
Dmel_CG8719	Odc2	K01581
Dmel_CG8721	Odc1	K01581
Dmel_CG3989	Ade5	K01587
Dmel_CG3454	Hdc	K01590
Dmel_CG3593	R-l	K13421
Dmel_CG10697	Ddc	K01593
Dmel_CG17725	PepCk	K01596
Dmel_CG30290	PpcDc	K01598
Dmel_CG1818	UpdO	K01599
Dmel_CG5029	SamDc	K01611
Dmel_CG10501	Amd	K01618
Dmel_CG6058	Ald	K01623
Dmel_CG8946	SplY	K01634
Dmel_CG11205	Phr	K01669
Dmel_CG6906	Cah2	K01672
Dmel_CG7820	Cah1	K01672
Dmel_CG4094	L(1)g0255	K01679
Dmel_CG4900	Irp-1a	K01681
Dmel_CG6342	Irp-1b	K01681
Dmel_CG9244	AcoN	K01681
Dmel_CG17654	Eno	K01689
Dmel_CG10335	PbgS	K01698
Dmel_CG8890	Gmd	K01711
Dmel_CG6187	RluA-2	K01718
Dmel_CG1963	Pcd	K01724
Dmel_CG16784	Pr	K01737
Dmel_CG1795	Ogg1	K03660
Dmel_CG3178	Rrp1	K10771
Dmel_CG11833	Ssl2	K01757
Dmel_CG5345	Eip55e	K01758
Dmel_CG6022	CchL	K01764
Dmel_CG10255	Lap1	K01768
Dmel_CG1506	Ac3	K01768
Dmel_CG17174	AcxB	K01768
Dmel_CG17176	AcxA	K01768
Dmel_CG5712	AcxD	K01768
Dmel_CG5983	AcxC	K01768
Dmel_CG9533	Rut	K01768
Dmel_CG7978	Ac76e	K08042
Dmel_CG10564	Ac78c	K08048
Dmel_CG9210	Ac13e	K08049
Dmel_CG14885	Gyc-89da	K01769
Dmel_CG33114	Gyc32e	K01769
Dmel_CG3373	Hmu	K01774
Dmel_CG1866	MocA-cyp	K01802
Dmel_CG3966	NinAa	K01802
Dmel_CG6226	Fk506-bp1	K01802
Dmel_CG4886	Cyp33	K09564
Dmel_CG9916	Cyp1	K09565
Dmel_CG11001	Fk506-bp2	K09568
Dmel_CG4535	FkbP59	K09571
Dmel_CG4735	Shu	K09572
Dmel_CG9847	FkbP13	K09577
Dmel_CG17051	Dod	K09578
Dmel_CG13892	CypL	K12733
Dmel_CG2171	Tpi	K01803
Dmel_CG8251	Pgi	K01810
Dmel_CG2227	Gip	K01816
Dmel_CG8983	Erp60	K08056
Dmel_CG6988	Pdi	K09580
Dmel_CG5809	CabP1	K09584
Dmel_CG1721	PglYm78	K01834
Dmel_CG17645	PglYm87	K01834
Dmel_CG5165	Pgm	K01835
Dmel_CG8073	Pmm45a	K01840
Dmel_CG6187	RluA-2	K01718
Dmel_CG3333	Nop60b	K11131
Dmel_CG11143	InoS	K01858
Dmel_CG6146	Top1	K03163
Dmel_CG10123	Top3alpha	K03165
Dmel_CG3458	Top3beta	K03165
Dmel_CG10223	Top2	K03164
Dmel_CG4561	AatS-tyr	K01866
Dmel_CG9735	AatS-trp	K01867
Dmel_CG5353	AatS-thr	K01868
Dmel_CG7479	AatS-leu	K01869
Dmel_CG11471	AatS-ile	K01870
Dmel_CG12141	AatS-lys	K04567
Dmel_CG13391	AatS-ala	K01872
Dmel_CG4062	AatS-val	K01873
Dmel_CG31322	AatS-met	K01874
Dmel_CG4938	AatS-ser	K01875
Dmel_CG3821	AatS-asp	K01876
Dmel_CG6778	AatS-gly	K01880
Dmel_CG12186	AatS-pro	K01881
Dmel_CG8431	AatS-cys	K01883
Dmel_CG10506	AatS-gln	K01886
Dmel_CG9020	AatS-arg	K01887
Dmel_CG13348	AatS-phe	K01889
Dmel_CG6335	AatS-his	K01892
Dmel_CG10687	AatS-asn	K01893
Dmel_CG9390	AccOas	K01895
Dmel_CG8732	L(2)44dea	K01897
Dmel_CG1065	ScsAlpha	K01899
Dmel_CG10622	SucB	K01900
Dmel_CG11963	SkaP	K01900
Dmel_CG1065	ScsAlpha	K01899
Dmel_CG10622	SucB	K01900
Dmel_CG11963	SkaP	K01900
Dmel_CG13401	U26	K00142
Dmel_CG7400	FatP	K08745
Dmel_CG1743	Gs2	K01915
Dmel_CG2718	Gs1	K01915
Dmel_CG2259	GclC	K11204
Dmel_CG6835	Gs	K01920
Dmel_CG3989	Ade5	K01587
Dmel_CG1782	Uba1	K03178
Dmel_CG13030	SinAh	K04506
Dmel_CG9949	SinA	K04506
Dmel_CG12799	Ubc84d	K04552
Dmel_CG5788	UbcD10	K04552
Dmel_CG4443	Crl	K04555
Dmel_CG10523	ParK	K04556
Dmel_CG8284	UbcD4	K04649
Dmel_CG4943	LacK	K04678
Dmel_CG7037	Cbl	K04707
Dmel_CG4244	Su(Dx)	K05633
Dmel_CG10682	Vih	K06688
Dmel_CG15437	MorGue	K06689
Dmel_CG6720	UbcD2	K06689
Dmel_CG7425	Eff	K06689
Dmel_CG5206	Bon	K08883
Dmel_CG5203	ChiP	K09561
Dmel_CG2013	UbcD6	K10573
Dmel_CG2257	Ubc-e2h	K10576
Dmel_CG3018	Lwr	K10577
Dmel_CG18319	Ben	K10580
Dmel_CG6303	BruCe	K10586
Dmel_CG6190	As	K10587
Dmel_CG42279	NedD4	K10591
Dmel_CG9484	Hyd	K10593
Dmel_CG11734	HerC2	K10595
Dmel_CG5519	Prp19	K10599
Dmel_CG1937	Sip3	K10601
Dmel_CG12812	FanCl	K10606
Dmel_CG15104	TopOrs	K10631
Dmel_CG17492	Mib2	K10645
Dmel_CG5841	Mib1	K10645
Dmel_CG12276	Aos1	K10684
Dmel_CG7528	Uba2	K10685
Dmel_CG14472	Poe	K10691
Dmel_CG32592	Hiw	K10693
Dmel_CG5595	Sce	K10695
Dmel_CG10542	Bre1	K10696
Dmel_CG17033	ElgI	K11981
Dmel_CG3647	Stc	K12236
Dmel_CG31628	Ade3	K11787
Dmel_CG4067	Pug	K00288
Dmel_CG14670	Hcs	K01942
Dmel_CG14670	Hcs	K01942
