Q09161	NcbP1	K12882
Q8NCI4	PigG	K05310
Q8IVH4	MmaA	K07588
Q6FHN9	MpsT	K01011
P25325	MpsT	K01011
Q16762	Tst	K01011
Q6FHN9	MpsT	K01011
P25325	MpsT	K01011
Q16762	Tst	K01011
Q53FP3	Nfs1	K04487
Q9Y697	Nfs1	K04487
F5GYK5	Nfs1	K04487
B4DXK9	Nfs1	K04487
O43766	LiaS	K03644
Q1ET61	SulT1a4	K01014
P50224	SulT1a4	K01014
P50226	SulT1a2	K01014
P50225	SulT1a1	K01014
Q1ET61	SulT1a3	K01014
P50224	SulT1a3	K01014
O00204	SulT2b1	K01015
P49888	SulT1e1	K01016
Q53X91	SulT1e1	K01016
Q9NPF2	ChsT11	K01017
Q9NRB3	ChsT12	K04742
Q8NET6	ChsT13	K07779
Q99999	Gal3st1	K01019
Q06520	SulT2a1	K11822
A8K015	SulT2a1	K11822
Q7LGC8	ChsT3	K01020
Q9NS84	ChsT7	K04743
O60704	TpsT2	K01021
A4D2M0	TpsT1	K01021
O60507	TpsT1	K01021
O43916	ChsT1	K01022
O14792	Hs3St1	K01024
Q8IZT8	Hs3St5	K08104
Q9Y278	Hs3St2	K07808
Q9Y662	Hs3St3b1	K07809
Q9Y663	Hs3St3a1	K07809
B4DH74	ChsT15	K08106
Q7LFX5	ChsT15	K08106
O75897	SulT1c4	K01025
O43704	SulT1b1	K01025
Q6IMI6	SulT1c3	K01025
O00338	SulT1c2	K01025
Q7LGA3	Hs2St1	K02513
O60243	Hs6St1	K02514
P52848	NdsT1	K02576
A8K8T3	NdsT1	K02576
B4E139	NdsT2	K02577
P52849	NdsT2	K02577
O95803	NdsT3	K02578
Q9H3R1	NdsT4	K02579
Q9Y2C2	Ust	K03193
Q9Y4C5	ChsT2	K04745
Q8NCG5	ChsT4	K04746
Q96MM7	Hs6St2	K08102
E9PDY5	Hs6St2	K08102
Q8IZP7	Hs6St3	K08103
B3KX95	Hs6St3	K08103
Q8NCH0	ChsT14	K08105
Q9GZS9	ChsT5	K09670
Q9GZX3	ChsT6	K09671
Q9H2A9	ChsT8	K09672
Q7L1S5	ChsT9	K09673
O43529	ChsT10	K09674
Q53T18	ChsT10	K09674
Q9H3Q3	Gal3st2	K09675
Q96A11	Gal3st3	K09676
Q96RP7	Gal3st4	K09677
Q9Y661	Hs3St4	K09678
C9JH64	Hs3St6	K09679
Q9BR01	SulT4a1	K11823
P55809	OxcT1	K01027
Q9BYC2	OxcT2	K01027
Q9HD40	SepSecs	K03341
O96033	MocS2	K03635
O96007	MocS2	K03635
P23141	Ces1	K01044
E9PAU8	Ces1	K01044
Q6NT32	Ces5a	K01044
B7Z252	Ces5a	K01044
O00748	Ces2	K03927
P27169	Pon1	K01045
Q15165	Pon2	K01045
A4D1H7	Pon2	K01045
Q15166	Pon3	K01045
P11150	LipC	K01046
A6H8L5	LipC	K01046
Q5VXI8	LipF	K01046
Q658L8	LipF	K01046
P07098	LipF	K01046
Q5VXI7	LipF	K01046
B7Z723	LipF	K01046
F5H1P4	LipF	K01046
Q9Y5X9	LipG	K01046
P19835	Cel	K12298
Q9NST1	PnpLa3	K13534
P22760	AadAc	K13616
P16233	PnlIp	K14073
P54315	PnlIprp1	K14074
P54317	PnlIprp2	K14075
Q17RR3	PnlIprp3	K14076
P0C869	Pla2g4b	K01047
B7WPN2	Pla2g4e	K01047
Q3MJ16	Pla2g4e	K01047
Q9UNK4	Pla2g2d	K01047
Q9NZK7	Pla2g2e	K01047
Q9NZ20	Pla2g3	K01047
P04054	Pla2g1b	K01047
P14555	Pla2g2a	K01047
P47712	Pla2g4a	K01047
P39877	Pla2g5	K01047
Q9BZM2	Pla2g2f	K01047
Q9BZM1	Pla2g12a	K01047
Q542Y6	Pla2g12a	K01047
O60733	Pla2g6	K01047
A8K460	Pla2g6	K01047
O15496	Pla2g10	K01047
Q9BX93	Pla2g12b	K01047
O75608	LypLa1	K06128
Q6IAQ1	LypLa1	K06128
Q8NCC3	Pla2g15	K06129
O95372	LypLa2	K06130
Q86U10	AspG	K13278
Q05315	Clc	K13334
C5HZ13	Clc	K13334
P22303	AchE	K01049
P06276	BchE	K01050
P38571	LipA	K01052
P19835	Cel	K12298
Q6IBG9	MglL	K01054
Q99685	MglL	K01054
B3KRC2	MglL	K01054
Q9BV23	AbhD6	K13700
Q8N2K0	AbhD12	K13704
Q86Y79	PtrH1	K01056
Q9Y3E5	PtrH2	K04794
O95336	PglS	K01057
O95479	H6pD	K13937
P06858	Lpl	K01059
Q96DG6	CmbL	K01061
P43034	PafAh1b1	K01062
Q6IBR6	PafAh1b2	K01062
P68402	PafAh1b2	K01062
E9PEJ5	PafAh1b2	K01062
E9PLP3	PafAh1b2	K01062
A8DPS7	PafAh1b2	K01062
A8DPS6	PafAh1b2	K01062
Q15102	PafAh1b3	K01062
Q99487	PafAh2	K01062
Q13093	Pla2g7	K01062
Q86U10	AspG	K13278
Q9HAT2	SiaE	K05970
P28039	AoaH	K01065
B7Z490	AoaH	K01065
Q05469	LipE	K07188
P52848	NdsT1	K02576
A8K8T3	NdsT1	K02576
B4E139	NdsT2	K02577
P52849	NdsT2	K02577
O95803	NdsT3	K02578
Q9H3R1	NdsT4	K02579
B4E362	PnpLa4	K11157
P41247	PnpLa4	K11157
P30041	PrdX6	K11188
Q9Y570	PpmE1	K13617
B4DXA2	Pla1a	K13618
Q53H76	Pla1a	K13618
Q8NEL9	DdhD1	K13619
Q9Y4D2	DagLa	K13806
Q6PIU2	NceH1	K14349
F5H7K4	NceH1	K14349
Q6P093	AadAcl2	K14350
Q5VUY0	AadAcl3	K14351
Q5VUY2	AadAcl4	K14351
Q8WYK0	AcoT12	K01067
Q5FWE9	AcoT12	K01067
Q14032	BaaT	K00659
P49753	AcoT2	K01068
O00154	AcoT7	K01068
Q8N9L9	AcoT4	K01068
Q86TX2	AcoT1	K01068
E9KL42	AcoT1	K01068
Q6NVY1	HibCh	K05605
Q16775	HagH	K01069
Q6PII5	HagHl	K01069
P10768	Esd	K01070
Q9NV23	OlaH	K01071
Q9NQC7	CylD	K08601
Q70EK9	Usp51	K11366
Q9UPT9	Usp22	K11366
A6NNY8	Usp27x	K11366
O94782	Usp1	K11832
Q9UK80	Usp21	K11833
O75604	Usp2	K11833
E9PPM2	Usp2	K11833
Q70CQ1	Usp49	K11834
Q9H0E7	Usp44	K11834
Q08AK7	Usp4	K11835
Q13107	Usp4	K11835
P51784	Usp11	K11835
Q9Y4E8	Usp15	K11835
P45974	Usp5	K11836
Q92995	Usp13	K11836
Q8NFA0	Usp32	K11837
P35125	Usp6	K11837
Q6U8A4	Usp7	K11838
Q93009	Usp7	K11838
Q05DF5	Usp8	K11839
P40818	Usp8	K11839
B3KRK3	Usp8	K11839
Q9UPU5	Usp24	K11840
Q6P468	Usp9x	K11840
Q93008	Usp9x	K11840
Q86X58	Usp9x	K11840
O00507	Usp9y	K11840
Q14694	Usp10	K11841
O75317	Usp12	K11842
P62068	Usp46	K11842
P54578	Usp14	K11843
A6NJA2	Usp14	K11843
Q9Y5T5	Usp16	K11844
Q70EL2	Usp45	K11844
Q6R6M4	Usp17l2	K11845
A8MUK1	Usp17l5	K11845
Q9UMW8	Usp18	K11846
Q53Y90	Usp18	K11846
E7EN22	Usp19	K11847
B4DTZ0	Usp19	K11847
E9PEG8	Usp19	K11847
O94966	Usp19	K11847
B4DGT3	Usp19	K11847
E7ETS0	Usp19	K11847
A5PKX8	Usp19	K11847
Q9Y2K6	Usp20	K11848
Q8TEY7	Usp33	K11848
Q9UHP3	Usp25	K11849
Q96RU2	Usp28	K11849
Q9HBJ7	Usp29	K11850
Q86T82	Usp37	K11850
Q9BXU7	Usp26	K11850
Q70CQ3	Usp30	K11851
Q70CQ4	Usp31	K11852
Q70CQ2	Usp34	K11853
Q9P2H5	Usp35	K11854
B3KPE1	Usp35	K11854
Q8NB14	Usp38	K11854
Q3ZCV1	Usp38	K11854
Q9P275	Usp36	K11855
Q9H9J4	Usp42	K11855
Q70EL4	Usp43	K11856
Q96K76	Usp47	K11857
Q86UV5	Usp48	K11858
O95630	StaMbp	K11866
Q96FJ0	StaMbpl1	K11867
Q9NVE5	Usp40	K11869
Q9Y6I4	Usp3	K11986
B4DGG7	OtuD5	K12655
Q96G74	OtuD5	K12655
P50897	Ppt1	K01074
Q6FGQ4	Ppt1	K01074
Q9UMR5	Ppt2	K01074
O14734	AcoT8	K11992
Q9UGI0	ZraNb1	K11862
Q8WXI4	AcoT11	K12417
Q5VVQ6	Yod1	K13719
P09923	AlpI	K01077
P05186	AlpL	K01077
B7Z387	AlpL	K01077
B7Z4Y6	AlpL	K01077
P05187	AlpP	K01077
P10696	AlpPl2	K01077
Q9NPH0	Acp6	K01078
P24666	Acp1	K01078
B5MCC7	Acp1	K01078
Q59EH3	Acp1	K01078
P11117	Acp2	K01078
E9PCI1	Acp2	K01078
P15309	AcpP	K01078
Q9BZG2	AcpT	K01078
P13686	Acp5	K14379
P78330	PspH	K01079
O14494	PpaP2a	K01080
E9PAY8	PpaP2c	K01080
O43688	PpaP2c	K01080
O14495	PpaP2b	K01080
P49902	Nt5C2	K01081
A8K6K2	Nt5C2	K01081
Q8TCD5	Nt5C	K01081
Q6NZX3	Nt5E	K01081
P21589	Nt5E	K01081
B3KQI8	Nt5E	K01081
Q9H0P0	Nt5C3	K01081
Q9NPB1	Nt5M	K01081
Q9BXI3	Nt5C1a	K01081
E7EXB7	Nt5C1b	K01081
B4DXZ9	Nt5C1b	K01081
Q96P26	Nt5C1b	K01081
B4DZ86	Nt5C1b	K01081
B3KUK6	Nt5C1b	K01081
O95861	BpnT1	K01082
P35575	G6pC	K01084
E9PAX2	G6pC2	K01084
Q9NQR9	G6pC2	K01084
Q2TU34	Fbp1	K03841
P09467	Fbp1	K03841
O00757	Fbp2	K03841
P07738	BpgM	K01837
A4D1N9	BpgM	K01837
Q96MI6	Ppm1m	K01090
B7XGB9	Ppm1m	K01090
Q8WVY7	UblCp1	K01090
Q8WY54	Ppm1e	K01090
Q3ZCW4	PhlPp2	K01090
Q6ZVD8	PhlPp2	K01090
O60346	PhlPp1	K01090
O14830	PpeF2	K01090
O14829	PpeF1	K01090
O15355	Ppm1g	K01090
Q6IAU5	Ppm1g	K01090
P60510	Ppp4c	K01090
O00743	Ppp6c	K01090
Q9GZU7	CtdSp1	K01090
C9IYG0	CtdSp1	K01090
B3KVQ9	Ppp1r1b	K01090
Q9UD71	Ppp1r1b	K01090
Q9Y5B0	CtdP1	K01090
P49593	Ppm1f	K01090
A8W6Z7	Ppp3ca	K04348
Q08209	Ppp3ca	K04348
Q8N1F0	Ppp3cb	K04348
P16298	Ppp3cb	K04348
P48454	Ppp3cc	K04348
B4DRT5	Ppp3cc	K04348
P67775	Ppp2ca	K04382
B3KUN1	Ppp2ca	K04382
P62714	Ppp2cb	K04382
P35813	Ppm1a	K04457
B2R8E4	Ppm1a	K04457
O95147	DusP14	K04459
Q6FI36	DusP14	K04459
Q9Y6W6	DusP10	K04459
P28562	DusP1	K04459
B4DU40	DusP1	K04459
Q05923	DusP2	K04459
P51452	DusP3	K04459
Q13115	DusP4	K04459
Q16690	DusP5	K04459
Q16828	DusP6	K04459
Q16829	DusP7	K04459
Q13202	DusP8	K04459
Q99956	DusP9	K04459
B2RAL9	DusP9	K04459
Q9NRW4	DusP22	K04459
Q9BY84	DusP16	K04459
P53041	Ppp5c	K04460
O75688	Ppm1b	K04461
Q4J6C1	Ppm1b	K04461
Q658R4	Ppm1b	K04461
Q4J6C2	Ppm1b	K04461
P62136	Ppp1ca	K06269
A6NNR3	Ppp1ca	K06269
Q07161	Ppp1ca	K06269
P62140	Ppp1cb	K06269
P36873	Ppp1cc	K06269
O15297	Ppm1d	K10147
Q6P991	Ppm1d	K10147
Q9UNI6	DusP12	K14165
E9PAT8	PtpMt1	K14165
Q8WUK0	PtpMt1	K14165
A8MVC8	DusP15	K14165
Q9H1R2	DusP15	K14165
Q8WTR2	DusP19	K14165
Q8NEJ0	DusP18	K14165
Q4G0W2	DusP28	K14165
Q68J44	DupD1	K14165
Q9UII6	DusP13	K14165
Q6B8I1	DusP13	K14165
Q9Y6J8	StyXl1	K14165
Q9BVJ7	DusP23	K14165
Q9H596	DusP21	K14165
Q9BV47	DusP26	K14165
O95278	Epm2a	K14165
Q6IS15	Epm2a	K14165
O75319	DusP11	K14165
Q5VZP5	DusP27	K14165
Q16667	CdkN3	K14167
A6NDG6	Pgp	K01091
B4DLN3	ImpA1	K01092
P29218	ImpA1	K01092
B7Z6Q4	ImpA1	K01092
O14732	ImpA2	K01092
Q8TBE9	NanP	K01097
Q96T60	PnkP	K08073
O60942	RngTt	K13917
P32019	InpP5b	K01099
Q01968	OcrL	K01099
Q9NRR6	InpP5e	K01099
O43426	SynJ1	K01099
B9EGN3	SynJ1	K01099
Q05CZ1	SynJ1	K01099
C9JFZ1	SynJ1	K01099
B4DG94	SynJ2	K01099
O15056	SynJ2	K01099
Q6P1N1	Pdp1	K01102
Q9P0J1	Pdp1	K01102
B4DYX8	Pdp1	K01102
Q9P2J9	Pdp2	K01102
P16118	PfkFb1	K00900
O60825	PfkFb2	K00900
Q5VVQ3	PfkFb2	K00900
Q16875	PfkFb3	K00900
Q5VX18	PfkFb3	K00900
Q5VX15	PfkFb3	K00900
Q16877	PfkFb4	K00900
Q92729	PtpRu	K01104
Q16825	PtpN21	K01104
O75365	Ptp4a3	K01104
A2A3K4	PtpDc1	K01104
Q99502	Eya1	K01104
Q8WX80	Eya1	K01104
O00167	Eya2	K01104
Q99504	Eya3	K01104
Q9H3S7	PtpN23	K01104
Q9Y2R2	PtpN22	K01104
B4DZW8	PtpN22	K01104
Q99952	PtpN18	K01104
B4E1E6	PtpN18	K01104
Q13496	Mtm1	K01104
P24666	Acp1	K01078
B5MCC7	Acp1	K01078
Q59EH3	Acp1	K01078
Q59F91	PtpN2	K01104
P17706	PtpN2	K01104
Q96AU5	PtpN2	K01104
A8K3N4	PtpN2	K01104
B7Z3V3	PtpN3	K01104
E9PGU7	PtpN3	K01104
B7ZA03	PtpN3	K01104
P26045	PtpN3	K01104
B7Z9V1	PtpN3	K01104
E7EN99	PtpN3	K01104
Q8N4S3	PtpN3	K01104
P29074	PtpN4	K01104
P43378	PtpN9	K01104
E9PEH9	PtpN12	K01104
Q05209	PtpN12	K01104
B4E105	PtpN12	K01104
A4D1C5	PtpN12	K01104
E9PBR5	PtpN12	K01104
B4DKY2	PtpN12	K01104
Q15678	PtpN14	K01104
A8K6H6	PtpN14	K01104
P18433	PtpRa	K01104
P23469	PtpRe	K01104
Q5VWH4	PtpRe	K01104
Q96P81	PtpRe	K01104
P23470	PtpRg	K01104
Q49A02	PtpRg	K01104
Q9HD43	PtpRh	K01104
C9JCH2	PtpRh	K01104
Q9UBF0	PtpRo	K01104
Q16827	PtpRo	K01104
Q9UBT5	PtpRo	K01104
P56180	TptE	K01104
Q93096	Ptp4a1	K01104
E9PGJ6	Ptp4a2	K01104
B4DM39	Ptp4a2	K01104
Q12974	Ptp4a2	K01104
Q13615	MtmR3	K01104
B4DZD9	PtpN7	K04458
P35236	PtpN7	K04458
Q5SXQ0	PtpN7	K04458
Q15256	PtpRr	K04458
Q7Z2V8	PtpRr	K04458
B7Z3J1	PtpRr	K04458
F5GXR7	PtpRr	K04458
P54829	PtpN5	K04458
Q86TL3	PtpN5	K04458
B3KXG7	PtpN5	K04458
O95147	DusP14	K04459
Q6FI36	DusP14	K04459
Q9Y6W6	DusP10	K04459
P28562	DusP1	K04459
B4DU40	DusP1	K04459
Q05923	DusP2	K04459
P51452	DusP3	K04459
Q13115	DusP4	K04459
Q16690	DusP5	K04459
Q16828	DusP6	K04459
Q16829	DusP7	K04459
Q13202	DusP8	K04459
Q99956	DusP9	K04459
B2RAL9	DusP9	K04459
Q9NRW4	DusP22	K04459
Q9BY84	DusP16	K04459
A7MBN1	PtpRm	K05693
P28827	PtpRm	K05693
B7ZKS8	PtpRb	K05694
F5H3G6	PtpRb	K05694
Q86VA4	PtpRb	K05694
P23467	PtpRb	K05694
P10586	PtpRf	K05695
P18031	PtpN1	K05696
A8K3M3	PtpN1	K05696
Q9UK67	PtpN6	K05697
P29350	PtpN6	K05697
Q53XS4	PtpN6	K05697
Q12913	PtpRj	K05698
Q6P4H4	PtpRj	K05698
Q9NPR5	PtpRj	K05698
B3KS38	Cdc25b	K05866
P30305	Cdc25b	K05866
Q6MZW8	Cdc25b	K05866
P30307	Cdc25c	K05867
P08575	PtpRc	K06478
Q0VAE8	PtpRc	K06478
O60729	Cdc14b	K06639
A8MQ20	Cdc14b	K06639
Q59EF4	Cdc14a	K06639
Q9UNH5	Cdc14a	K06639
Q52LH9	Cdc14a	K06639
P30304	Cdc25a	K06645
Q15262	PtpRk	K06776
Q86WJ2	PtpRk	K06776
B4DHC3	PtpRk	K06776
Q59EZ1	PtpRk	K06776
P23468	PtpRd	K06777
Q3KPJ0	PtpRd	K06777
Q59H90	PtpRd	K06777
Q2HXI4	PtpRd	K06777
F5GWT7	PtpRd	K06777
Q3KPJ1	PtpRd	K06777
Q3KPI9	PtpRd	K06777
Q3KPJ2	PtpRd	K06777
Q13332	PtpRs	K06778
Q8NHS7	PtpRs	K06778
Q59FX6	PtpRs	K06778
Q06124	PtpN11	K07293
F5GZS3	PtpRn	K07817
Q6NSL1	PtpRn	K07817
Q16849	PtpRn	K07817
Q96IA0	PtpRn	K07817
B4DK12	PtpRn	K07817
Q92932	PtpRn2	K07817
Q9Y4I6	PtpRn2	K07817
E9PC57	PtpRn2	K07817
C9JFM0	PtpRz1	K08114
P23471	PtpRz1	K08114
B4DFE7	PtpRz1	K08114
O14522	PtpRt	K13297
B1AJR7	PtpRt	K13297
Q9UNI6	DusP12	K14165
E9PAT8	PtpMt1	K14165
Q8WUK0	PtpMt1	K14165
A8MVC8	DusP15	K14165
Q9H1R2	DusP15	K14165
Q8WTR2	DusP19	K14165
Q8NEJ0	DusP18	K14165
Q4G0W2	DusP28	K14165
Q68J44	DupD1	K14165
Q9UII6	DusP13	K14165
Q6B8I1	DusP13	K14165
Q9Y6J8	StyXl1	K14165
Q9BVJ7	DusP23	K14165
Q9H596	DusP21	K14165
Q9BV47	DusP26	K14165
O95278	Epm2a	K14165
Q6IS15	Epm2a	K14165
O75319	DusP11	K14165
Q5VZP5	DusP27	K14165
Q16667	CdkN3	K14167
Q15735	InpP5j	K01106
Q14642	InpP5a	K01106
Q8N6C1	InpP5a	K01106
O15357	InpPl1	K01106
Q9BT40	InpP5k	K01106
P49441	InpP1	K01107
Q6IBG4	InpP1	K01107
F5H683	MinPp1	K03103
Q9UNW1	MinPp1	K03103
Q96PE3	InpP4a	K01109
O15327	InpP4b	K01109
F6KD01	PteN	K01110
P60484	PteN	K01110
Q96GD0	PdxP	K07758
Q8TCD6	PhoSpho2	K13248
Q8TCT1	PhoSpho1	K06124
E9PAM0	PhoSpho1	K06124
Q9UHY7	EnoPh1	K09880
Q8N4L2	TmeM55a	K13084
Q86T03	TmeM55b	K13084
Q96Q11	TrnT1	K00974
Q9NRX4	PhpT1	K01112
Q9P019	PhpT1	K01112
Q13613	MtmR1	K01112
Q8NEC6	MtmR1	K01112
Q13614	MtmR2	K01112
A6NN98	MtmR2	K01112
Q9Y217	MtmR6	K01112
Q9Y216	MtmR7	K01112
B7ZAG8	MtmR7	K01112
B7Z9Q7	MtmR7	K01112
Q9BX95	SgpP1	K04716
Q8IWX5	SgpP2	K04717
Q9H008	LhpP	K11725
P22413	EnpP1	K01513
O14638	EnpP3	K01513
Q308M7	EnpP3	K01513
Q13393	Pld1	K01115
Q59EA4	Pld1	K01115
O14939	Pld2	K01115
Q8N3E9	PlcD3	K05857
P51178	PlcD1	K05857
A8K8F9	PlcD1	K05857
B3KR14	PlcD1	K05857
Q9BRC7	PlcD4	K05857
Q9NQ66	PlcB1	K05858
Q00722	PlcB2	K05858
Q59F77	PlcB2	K05858
Q01970	PlcB3	K05858
Q8N1A4	PlcB3	K05858
Q15147	PlcB4	K05858
E2QRH8	PlcB4	K05858
A2A284	PlcG1	K05859
P19174	PlcG1	K05859
Q9UFY1	PlcG1	K05859
Q4LE43	PlcG1	K05859
P16885	PlcG2	K05859
E9PKS3	SmpD1	K12350
P17405	SmpD1	K12350
Q59EN6	SmpD1	K12350
O60906	SmpD2	K12351
Q9NY59	SmpD3	K12352
A8K0T6	SmpD3	K12352
B1PBA3	SmpD4	K12353
E7ESA2	SmpD4	K12353
Q9NXE4	SmpD4	K12353
B4DRB8	SmpD4	K12353
Q6UWV6	EnpP7	K12354
Q9Y233	Pde10a	K01120
Q9ULW9	Pde10a	K01120
Q9NP56	Pde7b	K01120
Q8IW54	Pde2a	K01120
O00408	Pde2a	K01120
E9PGI1	Pde2a	K01120
F6W5Z0	Pde2a	K01120
Q5J793	Pde2a	K01120
P27815	Pde4a	K01120
Q07343	Pde4b	K01120
Q5TEK6	Pde4b	K01120
Q5TEK5	Pde4b	K01120
Q5TEK4	Pde4b	K01120
Q59GM8	Pde4b	K01120
Q08493	Pde4c	K01120
Q7KYS4	Pde4c	K01120
O43849	Pde4c	K01120
Q32MM7	Pde4c	K01120
P78505	Pde4c	K01120
Q08499	Pde4d	K01120
Q13946	Pde7a	K01120
O60658	Pde8a	K01120
O95263	Pde8b	K01120
B3KN77	Pde8b	K01120
Q14432	Pde3a	K13296
A7E2E5	Pde3b	K13296
Q13370	Pde3b	K13296
Q9HCR9	Pde11a	K13298
P54750	Pde1a	K13755
Q14123	Pde1c	K13755
Q8NB10	Pde1c	K13755
B3KSS6	Pde1c	K13755
E9PE92	Pde1c	K13755
Q7Z364	Pde1b	K13755
Q01064	Pde1b	K13755
P16499	Pde6a	K08718
Q9HCR9	Pde11a	K13298
P35913	Pde6b	K13756
B4DHV7	Pde6b	K13756
B7Z9T9	Pde6b	K13756
P51160	Pde6c	K13757
O76083	Pde9a	K13761
O76074	Pde5a	K13762
P09543	Cnp	K01121
Q13822	EnpP2	K01122
E9PHP7	EnpP2	K01122
Q9HCC8	GdpD2	K01124
B4DRH4	GdpD2	K01124
B4DVC9	GdpD2	K01124
Q9UK23	NagPa	K01125
P80108	GplD1	K01127
Q96Q11	TrnT1	K00974
Q92484	SmpDl3a	K01128
Q92485	SmpDl3b	K01128
Q6UWR7	EnpP6	K08743
Q9NUW8	Tdp1	K10862
B3KN41	Tdp1	K10862
Q12972	Ppp1r8	K13216
Q5TEJ4	Ppp1r8	K13216
Q6ICT4	Ppp1r8	K13216
Q6IQ20	NapEpld	K13985
P08842	Sts	K01131
P34059	GalNs	K01132
Q96I49	GalNs	K01132
F8WCC8	ArsA	K01134
P15289	ArsA	K01134
B4DVI5	ArsA	K01134
B7XD04	ArsA	K01134
P15848	ArsB	K01135
A8K4A0	ArsB	K01135
Q8N322	ArsB	K01135
B4DGD7	Ids	K01136
P22304	Ids	K01136
P15586	Gns	K01137
Q7Z3X3	Gns	K01137
P27169	Pon1	K01045
Q15165	Pon2	K01045
A4D1H7	Pon2	K01045
Q15166	Pon3	K01045
O60671	Rad1	K02830
Q9NSU2	TreX1	K10790
Q9BQ50	TreX2	K10791
Q99638	Rad9a	K10994
Q96AZ6	Isg20	K12579
B3KN69	ParN	K01148
O95453	ParN	K01148
B4DWR4	ParN	K01148
B4DDG8	ParN	K01148
Q504Q3	Pan2	K12571
P24855	DnaSe1	K11994
Q14UU9	DnaSe1	K11994
O00115	DnaSe2	K01158
Q66K39	DnaSe2b	K01158
Q8WZ79	DnaSe2b	K01158
Q9NRR4	DroSha	K03685
E7EMP9	DroSha	K03685
O60930	RnaSeh1	K03469
E5KN15	RnaSeh1	K03469
B3KUD4	RnaSeh1	K03469
O75792	RnaSeh2a	K10743
O75817	Pop7	K01164
O75818	Rpp40	K01164
Q99575	Pop1	K01164
Q96F88	Pop1	K01164
O95059	Rpp14	K01164
Q969H6	Pop5	K03537
A6NL80	Pop5	K03537
O95707	Pop4	K03538
P78346	Rpp30	K03539
E9PB02	Rpp30	K03539
Q9H633	Rpp21	K03540
Q5SU41	Rpp21	K03540
Q9H777	ElaC1	K00784
Q9BQ52	ElaC2	K00784
B4DPL9	ElaC2	K00784
P07998	RnaSe1	K01168
P10153	RnaSe2	K01168
Q9BSV6	TseN34	K01170
Q8NCE0	TseN2	K01170
C9IZI7	TseN2	K01170
B7Z6K1	TseN2	K01170
P04745	Amy1a	K01176
Q6NSB3	Amy1a	K01176
P04745	Amy1b	K01176
P04745	Amy1c	K01176
P04746	Amy2a	K01176
P19961	Amy2b	K01176
O43451	MgaM	K12047
P14410	Si	K01203
P36222	Chi3l1	K01183
Q13231	ChiT1	K01183
Q9BZP6	ChiA	K01183
Q7Z4W2	LyzL2	K01185
Q96QH8	SpaCa5	K01185
O75951	LyzL6	K01185
Q96QH8	SpaCa5b	K01185
Q6UWQ5	LyzL1	K01185
P61626	Lyz	K13915
B2R4C5	Lyz	K13915
Q99519	Neu1	K01186
Q5JQI0	Neu1	K01186
A8K327	Neu3	K12357
Q8WWR8	Neu4	K12357
B3KR54	Neu4	K12357
Q9Y3R4	Neu2	K12357
O43451	MgaM	K12047
P10253	Gaa	K12316
Q8TET4	GanC	K12317
A8K9N1	Gba3	K05350
Q9H227	Gba3	K05350
P06280	Gla	K01189
Q53Y83	Gla	K01189
P16278	Glb1	K12309
Q9NTJ4	Man2c1	K01191
O00754	Man2b1	K12311
A8K6A7	Man2b1	K12311
Q9Y2E5	Man2b2	K12312
Q05BN7	Man2b2	K12312
O00462	ManBa	K01192
O43280	TreH	K01194
P08236	GusB	K01195
P35573	Agl	K01196
Q2M3T9	HyaL4	K01197
D0VXG1	HyaL4	K01197
Q12794	HyaL1	K01197
B3KUI5	HyaL1	K01197
P38567	SpaM1	K01197
Q8TC30	SpaM1	K01197
Q5D1J4	SpaM1	K01197
O43820	HyaL3	K01197
Q12891	HyaL2	K01197
B3KRZ2	HyaL2	K01197
B7Z6S1	Gba	K01201
P04062	Gba	K01201
B7Z5G2	Gba	K01201
B7Z6S9	Gba	K01201
E7EPA4	GalC	K01202
P54803	GalC	K01202
P14410	Si	K01203
P17050	NagA	K01204
P54802	NagLu	K01205
P04066	FucA1	K01206
Q9BTY2	FucA2	K01206
P06865	HexA	K12373
P07686	HexB	K12373
P09848	Lct	K01229
P35475	IduA	K01217
Q14697	GanAb	K05546
Q9BS14	GanAb	K05546
Q8NFI3	EngAse	K01227
F5H6D0	MogS	K01228
Q13724	MogS	K01228
Q58F09	MogS	K01228
P09848	Lct	K01229
O60476	Man1a2	K01230
Q9UKM7	Man1b1	K01230
P33908	Man1a1	K01230
Q9NR34	Man1c1	K01230
P49641	Man2a2	K01231
Q9P1E4	Man2a2	K01231
Q16706	Man2a1	K01231
Q49A69	Man2a1	K01231
Q86W56	ParG	K07759
Q9NX46	AdpRhl2	K11687
Q9Y251	HpsE	K07964
E9PGR1	HpsE	K07964
C7F7I3	HpsE	K07964
E9PCA9	HpsE	K07964
A9JIG7	HpsE	K07964
Q2M1H9	HpsE2	K07965
Q8WWQ2	HpsE2	K07965
Q8TC97	CtbS	K12310
Q5VX50	CtbS	K12310
Q01459	CtbS	K12310
Q10588	Bst1	K01242
P28907	Cd38	K01242
P54922	AdpRh	K01245
P29372	Mpg	K03652
Q5J9I4	Mpg	K03652
Q1W6H1	Mpg	K03652
O43865	AhcYl1	K01251
B4E168	AhcYl1	K01251
B3KUN3	AhcY	K01251
P23526	AhcY	K01251
F5H737	AhcY	K01251
Q96HN2	AhcYl2	K01251
D9N155	AhcYl2	K01251
B4DIZ5	AhcYl2	K01251
P09960	Lta4h	K01254
P07099	EphX1	K01253
B2R8N0	EphX1	K01253
P34913	EphX2	K08726
P28838	Lap3	K11142
